time,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,temperature,label
1741003197.6251476,14.88954,0.6608,-1.455675,-0.562236,-0.257936,0.150551,35.92706,falling
1741003197.6832266,8.12592,-0.778116,-3.387795,-0.524132,0.549179,0.414083,35.91824,falling
1741003197.7465868,14.9901,0.943315,-0.129287,-0.581688,0.859874,0.35626,35.91235,falling
1741003197.8168187,7.433996,0.737414,-1.886631,-0.825501,1.639011,0.412217,35.92118,falling
1741003197.8714194,9.715671,-0.572214,-1.556231,-1.142858,1.997936,1.31819,35.90941,falling
1741003197.93196,13.8313,0.888249,0.727837,-1.012824,1.947041,0.572095,35.92706,falling
1741003197.9890356,3.617639,-2.456451,3.107674,-0.986711,1.929188,0.88279,35.91824,falling
1741003198.0453322,-0.198719,1.599327,-2.226608,-1.023216,1.48393,1.083703,35.91529,falling
1741003198.099684,-2.954445,-4.721366,1.235408,-0.735436,0.821237,0.652034,35.90647,falling
1741003198.1675353,5.975927,3.066972,-1.288081,-0.984046,0.259534,1.583853,35.93,falling
1741003198.2227023,0.25618,-2.53546,0.397437,-0.367718,0.388236,0.347201,35.93294,falling
1741003198.2813852,8.626308,-17.28374,8.374918,1.301669,0.219299,2.246812,35.92118,falling
1741003198.3377366,2.183512,2.959233,3.770868,0.835093,1.231057,0.702395,35.92118,falling
1741003198.397589,29.6043,-38.49158,28.34256,3.928456,6.32049,2.088799,35.90647,falling
1741003198.4542813,-20.91575,-22.09848,8.655039,-0.903574,3.841323,2.688607,35.92412,falling
1741003198.548207,-10.32859,14.64294,7.426814,3.11921,0.432469,2.28758,35.90059,falling
1741003198.644232,-5.099649,-6.172252,10.67096,2.66649,-1.009893,-0.698665,35.90059,falling
1741003198.7582533,-4.829105,5.542577,4.177882,-0.040236,0.759152,-0.507878,35.88588,falling
1741003198.8177354,-5.039794,-0.837971,9.574412,0.158012,0.761017,-0.284049,35.89765,falling
1741003198.8741844,-4.548983,1.692701,9.299079,0.076741,-0.211305,-0.037305,35.87706,falling
1741003198.9316094,-1.625663,0.270545,7.917625,-0.181994,-0.199314,-0.283783,35.86235,falling
1741003198.9901118,-2.521094,-0.318429,8.599973,0.020784,0.372248,-0.203577,35.87706,falling
1741003199.046814,-3.471592,-0.596156,8.47308,0.018919,0.419678,-0.118043,35.84765,falling
1741003199.1001382,-3.433285,-2.494758,8.887277,-0.050894,0.249942,-0.128701,35.87412,falling
1741003199.1556315,-4.189853,-0.639252,8.394072,0.093528,0.108184,-0.188655,35.85059,falling
1741003199.2276013,-3.519476,-1.915361,8.537724,0.094061,0.099657,0.036239,35.86824,falling
1741003199.2838113,-4.460398,0.203507,7.996634,0.067415,0.198248,0.232622,35.88294,falling
1741003199.348122,-4.819528,-0.110133,8.451532,-0.016521,0.077541,-0.015988,35.8653,falling
1741003199.4060802,-4.362236,-0.21069,8.197746,-0.085002,-0.162809,0.119908,35.86235,falling
1741003199.4620972,-3.651158,-0.196325,8.415619,0.110049,-0.112447,-0.015188,35.85353,falling
1741003199.522819,-3.758897,0.268151,8.487445,0.150818,0.06555,0.098858,35.86235,falling
1741003199.5805638,-4.335899,0.038307,8.475474,0.053026,-0.051694,-0.079406,35.87412,falling
1741003199.6478972,-3.962404,-0.651223,8.317456,0.003464,-0.046897,-0.079939,35.86235,falling
1741003199.7071557,-3.96001,0.126893,8.295909,0.026646,-0.053559,-0.05196,35.87412,falling
1741003199.7655258,-4.146757,-0.445322,8.324639,0.032242,-0.05196,-0.033574,35.86235,falling
1741003199.829334,-3.825934,-0.246603,8.346188,0.027179,-0.070346,0.018919,35.88294,falling
1741003199.8842816,-3.964798,-0.246603,8.250419,0.036239,-0.057822,-0.007994,35.87706,falling
1741003199.954957,-3.940856,0.050278,8.312668,-0.014655,-0.087666,0.015988,35.86235,falling
1741003200.034831,-3.912126,-0.086191,8.532935,0.009326,-0.090597,-0.018386,35.89177,falling
1741003200.088972,-3.787627,0.033519,8.492233,0.00906,-0.050361,-0.002132,35.88,falling
1741003200.1489384,-3.79481,0.086191,8.453926,-0.011191,-0.068481,-0.0429,35.87706,falling
1741003200.2059336,-3.945644,0.191536,8.415619,-0.101256,-0.0866,-0.024781,35.89471,falling
1741003200.2655482,-3.706224,-0.081403,8.513782,-0.205443,-0.089798,-0.048496,35.89765,falling

1741003307.408891,7.623138,-0.629675,1.546654,-0.364521,-0.641908,-0.027979,35.79765,falling
1741003307.5020392,5.712565,-1.37906,-0.241814,-0.015455,-0.501482,-0.221963,35.81529,falling
1741003307.5619524,13.20402,-0.624887,2.286463,-0.209972,-0.418613,0.114312,35.78294,falling
1741003307.6274042,11.12825,-0.567426,1.060631,-0.420478,0.522799,-0.227825,35.80353,falling
1741003307.720574,10.18254,-1.745373,1.098939,-0.627519,0.484429,0.376511,35.80353,falling
1741003307.7869172,14.35324,0.37589,-0.055067,-0.802052,0.98298,0.671752,35.80647,falling
